Ship By,WO #,Combo #,Customer,Part,Description,Operation Sequence,Formula (Text),Operation Name,Manufacturing Work Center,Manufacturing Cost Template,Remaining Quantity,Completed Quantity,WO Quantity,Qty Completed,Status,1 to 1 Initiating Order,Machine,Hours Remaining
6/23/2026,12110522235WO,,"Toyota Material Handling, USA, Inc. : Toyota Industrial Equipment",57813-U2230-71-1019,"LABEL, REPLACEMENT PART",4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,2000,,2000,0,Released,,,2.2
6/23/2026,12110522236WO,,Seats,702131-02-1675,"DECAL, RIDE ADJ.",5,Digital Cut,I-Cut Digital Plotter ThruCut,Digital Cut,490-digitalcut,900,,900,0,Released,,,.9
6/26/2026,12110522336WO,,Syntegon : Syntegon Packaging Technology Inc.,8-110-983-139-1689,FILM PATH DIAGRAM DOUBLE L->R,5,Digital Cut,I-Cut Digital Plotter ThruCut,Digital Cut,490-digitalcut,3,,3,0,In Process,Sales Order #13658120DM,,.4
7/1/2026,12110522381WO,,"JLG Industries, Inc. : JLG Warehouse 4",1703936-REV1-1334,"DECAL, DANGER ELECTROCUTION (CAN) RevD",6,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,17,,17,0,Released,Sales Order #13657957DM,,.3
7/1/2026,12110522382WO,,"JLG Industries, Inc. : JLG Warehouse 11",1703936-REV1-1334,"DECAL, DANGER ELECTROCUTION (CAN) RevD",6,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,7,,7,0,Released,Sales Order #13657964DM,,.3
7/1/2026,12110522383WO,,"JLG Industries, Inc. : JLG Warehouse 1",1001169674-REV1-1334,"DECAL, JLG 100 X 285 MM RevD",5,Digital Cut,Digital cut,Digital Cut,490-digitalcut,35,,35,0,Released,Sales Order #13657952DM,,.5
6/19/2026,12110522352WO,,Toro Company : The Toro Company,164-2716-Rev1-1700,Quick Stick Decal RevB,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,3825,,3825,0,In Process,,,3.8
7/1/2026,12110522390WO,,"JLG Industries, Inc. : JLG Warehouse 22",1001299532-Rev2-1334,MPL JERRDAN DS,6,Digital Cut,KONG/TC-,Digital Cut,490-digitalcut,96,,96,0,Released,Sales Order #13657968DM,,.5
7/1/2026,12110522391WO,,"JLG Industries, Inc. : JLG Warehouse 1",1703936-REV1-1334,"DECAL, DANGER ELECTROCUTION (CAN) RevD",6,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,53,,53,0,Released,Sales Order #13657985DM,,.4
6/17/2026,12110522392WO,,"JLG Industries, Inc. : JLG Warehouse 894",1706306-REV1-1334,"DECAL,TIPOVER WARNING RevA",5,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,330,,330,0,Released,Sales Order #13657991DM,,1.6
6/29/2026,12110522409WO,,MTS Systems : MTS Systems Corp - Bloomington,100-717-767 RevA-1634,OVERLAY-MTS EMA GEN2,6,Digital Cut,I-CUT/T-,Digital Cut,490-digitalcut,27,,27,0,Released,Sales Order #13658068DM,,.4
6/26/2026,12110522415WO,,MTS Systems : MTS Systems Corp - Eden Prairie,45-283-501 RevB-1634,"LABEL-DRAIN LINE,SHIPPING CAP,ACTUATOR",3,Digital Cut,I-CUT/T-,Digital Cut,490-digitalcut,275,,275,0,Released,Sales Order #13658096DM,,1
6/11/2026,12110522434WO,,Seats : Columbia Vehicle Group,1060098 Rev01-1675,"DECAL, TOW, 2000 LBS, EX/SC",5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,340,,340,0,In Process,Sales Order #13658155DM,,.9
6/18/2026,12110522435WO,,Seats : Columbia Vehicle Group,761046-01-1675,"DECAL, PARKING BRAKE, EX",5,Digital Cut,I-Cut Digital Plotter ThruCut,Digital Cut,490-digitalcut,192,,192,0,In Process,Sales Order #13658155DM,,.3
6/18/2026,12110522440WO,,Tennant North America,4032615-1695,"LABEL, LOGO, 16.9L 4Color [ec-H2O] 4032615 Rev02 LEGACY p/n: 1064440 Rev02",2,Digital Cut,Zund cut Latex into Sheets,Digital Cut,299-Latex_Guid,105,,105,0,Released,Sales Order #13657420DM,,.5
6/18/2026,12110522440WO,,Tennant North America,4032615-1695,"LABEL, LOGO, 16.9L 4Color [ec-H2O] 4032615 Rev02 LEGACY p/n: 1064440 Rev02",7,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,105,,105,0,Released,Sales Order #13657420DM,,.6
6/17/2026,12110522441WO,,Seats : Columbia Vehicle Group,760768-1675,"OVERLAY, DASHBOARD, BC, SEP EX, LED",5,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,27,,27,0,Released,Sales Order #13658161DM,,.5
6/29/2026,12110522442WO,,Custom Products,3-24244-1531,"Serial No. A-12445 Briggs & Stratton, Ferris Red Decal RevB",6,Digital Cut,Digital cut,Digital Cut,490-digitalcut,2754,,2754,0,Released,Sales Order #13658060DM,,.5
7/1/2026,12110522443WO,,Tennant North America,4211380-1695,"LABEL, WARNING Legacy p/n: 1261613 Rev00",5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,525,,525,0,Released,Sales Order #13658162DM,,.8
7/1/2026,12110522444WO,,Tennant North America,4226003-1695,"LABEL, SHEET, INFO/HZRD [NA] 4226003 Rev03 LEGACY p/n: 1220962 Rev03",4,Digital Cut,KONG/TC-KONG/KC-,Digital Cut,490-digitalcut,53,,53,0,Released,Sales Order #13658162DM,,.6
6/26/2026,12110522449WO,,MTS Systems : MTS Systems Corp - Eden Prairie,100-270-053 RevA-1634,"LABEL-HAZARD,DO NOT PRESSURIZE",5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,263,,263,0,Released,Sales Order #13658096DM,,.7
6/30/2026,12110522471WO,,"Endries International, Inc.",95590-1548,"DECAL, INSTRUCTION, TILT HCH",5,Digital Cut,KONG/TC-,Digital Cut,490-digitalcut,20,,20,0,Released,Sales Order #13658122DM,,.3
6/30/2026,12110522472WO,,"Endries International, Inc.",81673-1548,"DECAL, SAFETY, HITCH",5,Digital Cut,I-Cut Digital Plotter ThruCut,Digital Cut,490-digitalcut,550,,550,0,Released,Sales Order #13658122DM,,.8
6/29/2026,12110522473WO,,"Alamo Group Inc - IL : Schwarze Industries, LLC",69060-1738,"DECAL, SCISSOR LIFT GREASE LH",5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,263,,263,0,Released,Sales Order #13658174DM,,.5
6/29/2026,12110522474WO,,"Alamo Group Inc - IL : Schwarze Industries, LLC",69058-1738,"DECAL, SCISSOR LIFT GREASE RH",5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,263,,263,0,Released,Sales Order #13658174DM,,.5
6/18/2026,12110522475WO,,"Alamo Group Inc - IL : Schwarze Industries, LLC",71294-1738,SCHWARZE M6 AVALANCE SE,5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,79,,79,0,Released,Sales Order #13658175DM,,.7
6/18/2026,12110522487WO,,Seats : Columbia Vehicle Group,1064775-1675,"DECAL, CHARGER CORD",5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,160,,160,0,Released,Sales Order #13657995DM,,.5
6/24/2026,12110522489WO,,Genie Industries,1261895GT-1001,LOAD CARD - GTH-636,4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,312,,312,0,Released,,,.9
6/24/2026,12110522490WO,,Genie Industries,1310141GT-Rev4-1001,LOAD CARD - GTH-1256 5&6,4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,216,,216,0,Released,,,.7
6/9/2026,12110522506WO,,Genie Industries : Terex Global GmbH - Southaven,219974GT-REV1-1001,"DECAL, PCON, SUPER-X Z135, OS ITEM,",3,Digital Cut,PLOTCUT- SA,Digital Cut,370-plotcut,56,,56,0,Released,Sales Order #13657888DM,,1.4
6/9/2026,12110522506WO,,Genie Industries : Terex Global GmbH - Southaven,219974GT-REV1-1001,"DECAL, PCON, SUPER-X Z135, OS ITEM,",7,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,56,,56,0,Released,Sales Order #13657888DM,,1.4
5/22/2026,12110522659WO,,Ridge Tool Company,278113793-Rev02-1318,"LABEL, CLAMP SETUP INSTR.",5,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,128,,128,0,In Process,Sales Order #13656055DM,,.4
6/15/2026,12110522672WO,000294CO,Toro Company : The Toro Company,115-4212-RevB-1700,Hydro Tank Decal RevB,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,780,,780,0,In Process,,,.7
6/15/2026,12110522673WO,000294CO,Toro Company,115-4855-1700,Caution Decal RevC,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,2340,,2340,0,In Process,,,2.2
6/15/2026,12110522674WO,000294CO,Toro Company,115-7739-1700,No Riders (CE) Decal RevB,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,1300,,1300,0,In Process,,,1.2
6/15/2026,12110522675WO,000294CO,Toro Company,120-4158-1700,"Console, Upper Decal RevB",5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,520,,520,0,In Process,,,.5
6/15/2026,12110522676WO,000294CO,Toro Company,120-6604-1700,"Warning, Deck Decal RevA",5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,1040,,1040,0,In Process,,,1
6/15/2026,12110522677WO,000294CO,Toro Company,125-6139-1700,Lift/Tie Down Decal RevB,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,1040,,1040,0,In Process,,,1
6/15/2026,12110522678WO,000294CO,Toro Company : The Toro Company,127-0392-1700,Hot Surface Decal RevB,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,3120,,3120,0,In Process,,,2.9
6/15/2026,12110522679WO,000294CO,Toro Company,138-2695-1700,Accessories Decal RevB,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,520,,520,0,In Process,,,.5
6/15/2026,12110522680WO,000294CO,Toro Company,140-6767-1700,"Warning, DB Decal RevA",5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,1040,,1040,0,In Process,,,1
6/15/2026,12110522681WO,000294CO,Toro Company,163-1201-1700,"PR65, SPK ARR, TXT Decal RevA",5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,2080,,2080,0,In Process,,,1.9
6/26/2026,12110522693WO,,RR Donnelley,4-2995-01RevA-1056,"LABEL, WARNING, AIR_PRESSURE, MDVXL, J",5,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,433,,433,0,Released,Sales Order #13658074DM,,.9
6/30/2026,12110522687WO,,Toro Company,147-2360-1700,HOC - Decal RevA,2,Digital Cut,Zund cut Latex into Sheets,Digital Cut,299-Latex_Guid,900,,900,0,Released,,,2.5
6/30/2026,12110522687WO,,Toro Company,147-2360-1700,HOC - Decal RevA,6,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,900,,900,0,Released,,,3.3
6/30/2026,12110522688WO,,Toro Company,163-3167-1700,Control Panel Decal RevB,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,5600,,5600,0,Released,,,24.2
6/30/2026,12110522695WO,000295CO,Toro Company,105-1217-1700,Toro Decal RevA,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,444,,444,0,Released,,,.7
6/30/2026,12110522696WO,000295CO,Toro Company,140-7987-1700,"4000 Series, RH Decal RevA",5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,666,,666,0,Released,,,1
6/30/2026,12110522697WO,000295CO,Toro Company,144-0405-1700,"Panel, Control Decal RevA",5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,444,,444,0,Released,,,.7
6/30/2026,12110522698WO,000295CO,Toro Company,144-0437-1700,MYRIDE [RED] Decal RevB,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,888,,888,0,Released,,,1.4
6/30/2026,12110522699WO,000295CO,Toro Company,145-6979-1700,HDX PRO XL [RH] Decal RevA,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,666,,666,0,Released,,,1
6/30/2026,12110522700WO,000295CO,Toro Company,145-8407-1700,2000 Series Decal RevA,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,666,,666,0,Released,,,1
6/30/2026,12110522701WO,000295CO,Toro Company,163-7422-1700,Pro XL [LH] Decal RevA,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,444,,444,0,Released,,,.7
6/18/2026,12110522703WO,,Seats : Columbia Vehicle Group,1062153-1675,"DECAL, 25 MPH VEHICLE, UT/JM/EM/EN",5,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,53,,53,0,Released,Sales Order #13658155DM,,.4
6/18/2026,12110522713WO,,Toro Company,125-1102-1700,Throttle Decal RevA,5,Digital Cut,Die Make Ready - Die Cut (Half-Up Die),Digital Cut,490-digitalcut,22050,,22050,0,In Process,,,2.4
6/3/2026,12110522714WO,,Smarte Carte,126876RevA-1680,"PNL, 1072 RTRN, BCK,NU LOOK-22",5,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,24,,24,0,In Process,Sales Order #13657605DM,,.4
6/15/2026,12110522716WO,000296CO,Toro Company,131-0709-1700,P Brake Decal RevB,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,1110,,1110,0,Released,,,2.1
6/15/2026,12110522717WO,000296CO,Toro Company,139-6493-1700,Console Decal RevB,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,666,,666,0,Released,,,1.3
6/15/2026,12110522718WO,000296CO,Toro Company,140-2247-1700,"Position, Chute Decal RevB",5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,888,,888,0,Released,,,1.7
6/15/2026,12110522719WO,000296CO,Toro Company,140-8811-1700,Controls Decal RevA,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,888,,888,0,Released,,,1.7
6/15/2026,12110522720WO,000296CO,Toro Company,140-8812-1700,Controls Decal RevA,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,888,,888,0,Released,,,1.7
6/12/2026,12110522723WO,,Genie Industries,1327651GT-Rev1-1001,"DECAL,COSMETIC,''G'' BLUE",4,Digital Cut,KONG/TC-,Digital Cut,490-digitalcut,301,,301,0,Released,Transfer Order #17233TO,,1
6/12/2026,12110522724WO,,Kwik Trip,KT bean to cup FLVRS  752135-1600,752135 Hopper Decals,4,Digital Cut,Kong Kiss Cut,Digital Cut,490-digitalcut,50,,50,0,Released,,,.5
6/25/2026,12110522758WO,,Genie Industries,62927GT-1001,"DECAL, COSMETIC, GENIE, Z-45/25",1,Digital Cut,PLOTCUT-,Digital Cut,370-plotcut,54,,54,0,Released,,,2.8
6/25/2026,12110522758WO,,Genie Industries,62927GT-1001,"DECAL, COSMETIC, GENIE, Z-45/25",4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,54,,54,0,Released,,,.7
7/2/2026,12110522807WO,,"JLG Industries, Inc. : JLG Warehouse 4",1703936-REV1-1334,"DECAL, DANGER ELECTROCUTION (CAN) RevD",6,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,158,,158,0,Released,Sales Order #13658173DM,,.7
7/2/2026,12110522859WO,,"JLG Industries, Inc. : JLG Warehouse 222",1001169624-REV1-1334,"DECAL, JLG 1255 HOOD",5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,13,,13,0,Released,Sales Order #13658092DM,,.3
5/28/2026,12110522863WO,,Evoqua Water Technologies LLC -MC-IMA065,W2T913218RevB-1550,"LABEL,SHEET SET,ROVER ALX;3036350",3,Digital Cut,"I-Cut Digital Plotter ThruCut, I-Cut Digital Plotter Kisscut",Digital Cut,490-digitalcut,128,,128,0,In Process,Sales Order #13655754DM,,1.4
5/28/2026,12110522881WO,,"JLG Industries, Inc.",1001108493-1334,"DECAL, LEGEND (PLF) (450A,450AJ,510AJ,600A,600S)",5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,150,,150,0,In Process,Sales Order #13656102DM,,.6
6/2/2026,12110522892WO,,Genie Industries : Terex Global GmbH - Rancho Cucamonga,82308GT SA7956MP STRIPS 1-1001,"Cutting of SA7956MP for adhesive strips .5761"" x 10.6576""",2,Digital Cut,ZUND/TC,Digital Cut,490-digitalcut,75,,75,0,Released,Work Order #12110519478WO,,.4
6/2/2026,12110522893WO,,Genie Industries : Terex Global GmbH - Rancho Cucamonga,82308GT SA7956MP STRIPS 2-1001,"Cutting of SA7956MP for adhesive strips .4631"" x 6.1312""",2,Digital Cut,ZUND/TC,Digital Cut,490-digitalcut,30,,30,0,Released,Work Order #12110519478WO,,.4
6/2/2026,12110522894WO,,Genie Industries : Terex Global GmbH - Rancho Cucamonga,82308GT SA7956MP STRIPS 3-1001,"Cutting of SA7956MP for adhesive strips .4631"" x 9.5466""",2,Digital Cut,ZUND/TC,Digital Cut,490-digitalcut,30,,30,0,Released,Work Order #12110519478WO,,.4
6/7/2026,12110522895WO,,Genie Industries,82308GT SA7956MP STRIPS 1-1001,"Cutting of SA7956MP for adhesive strips .5761"" x 10.6576""",2,Digital Cut,ZUND/TC,Digital Cut,490-digitalcut,675,,675,0,Released,Work Order #12110519590WO,,.9
6/7/2026,12110522896WO,,Genie Industries,82308GT SA7956MP STRIPS 2-1001,"Cutting of SA7956MP for adhesive strips .4631"" x 6.1312""",2,Digital Cut,ZUND/TC,Digital Cut,490-digitalcut,270,,270,0,Released,Work Order #12110519590WO,,.6
6/7/2026,12110522897WO,,Genie Industries,82308GT SA7956MP STRIPS 3-1001,"Cutting of SA7956MP for adhesive strips .4631"" x 9.5466""",2,Digital Cut,ZUND/TC,Digital Cut,490-digitalcut,270,,270,0,Released,Work Order #12110519590WO,,.6
6/23/2026,12110522898WO,,Alamo Group Inc - IL : Alamo Group AG Americas LLC (FKA:  Bush Hog LLC),50080995-1386,MODEL DECAL BH115 - REFLECTIVE,2,Digital Cut,PLOTCUT-,Digital Cut,370-plotcut,71,,71,0,Released,Sales Order #13658288DM,,1.7
6/23/2026,12110522899WO,,Alamo Group Inc - IL : Alamo Group AG Americas LLC (FKA:  Bush Hog LLC),50081064RevB-1023,MODEL DECAL 2208 - REFLECTIVE,2,Digital Cut,Plotter cutting plates,Digital Cut,370-plotcut,89,,89,0,Released,Sales Order #13658288DM,,9.9
6/19/2026,12110522900WO,,Alamo Group Inc - IL : Alamo Group AG Americas LLC (FKA:  Bush Hog LLC),50081829RevC-1023,MODEL DECAL 2215 - REFLECTIVE,2,Digital Cut,Plotter cutting plates,Digital Cut,370-plotcut,407,,407,0,Released,Sales Order #13658288DM,,36.4
6/19/2026,12110522901WO,,Alamo Group Inc - IL : Alamo Group AG Americas LLC (FKA:  Bush Hog LLC),50081830-REV1-1023,MODEL DECAL 12215 - REFLECTIVE,2,Digital Cut,Plotter cutting plates,Digital Cut,370-plotcut,30,,30,0,Released,Sales Order #13658288DM,,.5
6/23/2026,12110522902WO,,Alamo Group Inc - IL : Alamo Group AG Americas LLC (FKA:  Bush Hog LLC),50082838-1386,MODEL DECAL 4115 - REFLECTIVE,2,Digital Cut,PLOTCUT-,Digital Cut,370-plotcut,374,,374,0,Released,Sales Order #13658288DM,,6.7
6/4/2026,12110522910WO,,Genie Industries : Terex Global GmbH - Rancho Cucamonga,1283812GT-1001,1283812GT-1002 DECAL Smart Link Rev B TRX1283812 SAP#: 1000247144,2,Digital Cut,LATEX_GUID-,Digital Cut,299-latexguide,144,,144,0,Released,Sales Order #13656662DM,,.4
6/4/2026,12110522910WO,,Genie Industries : Terex Global GmbH - Rancho Cucamonga,1283812GT-1001,1283812GT-1002 DECAL Smart Link Rev B TRX1283812 SAP#: 1000247144,3,Digital Cut,PLOTCUTSEL-,Digital Cut,102-Digcutsadh,144,,144,0,Released,Sales Order #13656662DM,,.1
6/15/2026,12110522919WO,,Behlen Mfg. Co.,16881237-1436,Decal; Cameron Co-op,5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,60,,60,0,Released,Sales Order #13658037DM,,.6
5/29/2026,12110522926WO,,Toro Company,131-3316-1700,"Tank,Gas Decal RevA",5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,300,,300,0,In Process,,,.8
6/19/2026,12110522927WO,,Toro Company,148-0440-1700,Control Panel Decal,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,540,,540,0,Released,,,3.9
6/30/2026,12110522949WO,000298CO,Toro Company,138-3527-1700,"Fender, GTX, EFI Decal RevA",5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,444,,444,0,Released,,,.5
6/30/2026,12110522950WO,000298CO,Toro Company,104-7213-RevA-1700,TORO [7.60X4.98] Decal RevA,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,1110,,1110,0,Released,,,1.1
6/30/2026,12110522951WO,000298CO,Toro Company,138-5534-9672-1700,Throttle Decal RevA,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,666,,666,0,Released,,,.7
6/30/2026,12110522952WO,000298CO,Toro Company,139-6028-1700,Toro Logo [9.64x6.38] Decal RevA,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,222,,222,0,Released,,,.3
6/30/2026,12110522953WO,000298CO,Toro Company,140-4585-1700,"Fender, GTX, Lithium Decal RevA",5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,444,,444,0,Released,,,.5
6/30/2026,12110522954WO,000298CO,Toro Company,147-3024-1700,"Scalp, Anti [BLK-TXT] Decal RevA",5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,4218,,4218,0,Released,,,4.1
6/30/2026,12110522955WO,000298CO,Toro Company,161-6663-1700,Toro Logo [2.75x4.20] Decal RevB,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,444,,444,0,Released,,,.5
6/25/2026,12110523007WO,000300CO,Toro Company,107-9366-1700,Warning Decal Rev-,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,288,,288,0,Released,,,.3
6/25/2026,12110523008WO,000300CO,Toro Company,115-2412-1700,No Storage Decal RevA,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,1152,,1152,0,Released,,,1.1
6/25/2026,12110523009WO,000300CO,Toro Company,115-5660-1700,Danger CE Decal RevA,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,288,,288,0,Released,,,.3
6/25/2026,12110523010WO,000300CO,Toro Company,116-8946-1700,Drive Release Decal RevA,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,576,,576,0,Released,,,.5
6/25/2026,12110523011WO,000300CO,Toro Company,116-9049-1700,Danger Driveline Decal RevB,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,1152,,1152,0,Released,,,1.1
6/25/2026,12110523012WO,000300CO,Toro Company,119-4692-1700,Caution [Lift] Decal RevA,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,864,,864,0,Released,,,.8
6/25/2026,12110523013WO,000300CO,Toro Company,126-4207-1700,Clutch Adj [Navigator] RevA,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,576,,576,0,Released,,,.5
6/25/2026,12110523014WO,000300CO,Toro Company,126-4659-1700,Warning Hot Pulley Decal RevA,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,2304,,2304,0,Released,,,2.1
6/25/2026,12110523015WO,000300CO,Toro Company,126-4661-1700,Weight Traction UV Decal RevA,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,2016,,2016,0,Released,,,1.8
6/25/2026,12110523016WO,000300CO,Toro Company,126-5186-1700,Service [Spread Spray] Decal RevA,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,576,,576,0,Released,,,.5
6/25/2026,12110523017WO,000300CO,Toro Company,127-2857-1700,"VIB, Pinch Warning Decal RevA",4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,864,,864,0,Released,,,.8
6/25/2026,12110523018WO,000300CO,Toro Company,127-6663-1700,"Warning, Jack Decal RevA",4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,3456,,3456,0,Released,,,3.1
6/25/2026,12110523020WO,000300CO,Toro Company : The Toro Company,146-8011-Rev1-1700,Drive Release Decal RevA,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,576,,576,0,Released,,,.5
6/25/2026,12110523022WO,000300CO,Toro Company,93-9868-1700,Caution Decal RevA,4,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,2304,,2304,0,Released,,,2.1
6/29/2026,12110523068WO,,Genie Industries : Terex Global GmbH - Monterrey,1330716GT-1001,"DECAL, COSMETIC, GTH-636, PARALLELOGRAM, CAB SIDE, 1780 X 430 MM",4,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,105,,105,0,Released,Sales Order #13657479DM,,.7
7/2/2026,12110523072WO,,"Source Engineering & Manufacturing, LLC",1297030 RevA-1684,"LABEL, INSERT, Eurotherm, 3508",5,Digital Cut,I-CUT/T-,Digital Cut,490-digitalcut,27,,27,0,Released,Sales Order #13657681DM,,.3
7/6/2026,12110523099WO,,Wagner Spray Tech Corporation,0290077-1472,"LABEL, LOGO, TITAN POWRLINER 6955",5,Digital Cut,KONG/TC-,Digital Cut,490-digitalcut,15,,15,0,Released,Sales Order #13652753DM,,.3
7/6/2026,12110523100WO,,Wagner Spray Tech Corporation,0552675-1472,"LABEL, SIDE, 740",5,Digital Cut,ZUND/TC-,Digital Cut,490-digitalcut,381,,381,0,Released,Sales Order #13652753DM,,.7
7/6/2026,12110523101WO,,"Holmatro, Inc. : Holmatro USA",920.000.123-1573,DECAL - Logo,5,Digital Cut,Kong Thru Cut,Digital Cut,490-digitalcut,384,,384,0,Released,Sales Order #13655841DM,,.6
7/6/2026,12110523102WO,,"Metalcraft of Mayville, WI, Inc.",487175-03-1610,"A-DECAL, ROPS SERIAL NO - STCII",7,Digital Cut,"Zund Thru Cut, Zund Kiss Cut",Digital Cut,490-digitalcut,1050,,1050,0,Released,Sales Order #13656167DM,,2.9
7/6/2026,12110523103WO,,"Metalcraft of Mayville, WI, Inc.",487175-02-1610,"A-DECAL, ROPS SERIAL NO - SPZ Rev01",3,Digital Cut,Zund cut Latex into Sheets,Digital Cut,299-Latex_Guid,1050,,1050,0,Released,Sales Order #13656172DM,,2.8
7/6/2026,12110523104WO,,TEL Manufacturing and Engineering,UG09-000236-12RevA-1694,"LABEL,SUB-ASSY WEIGHT, UT+",3,Digital Cut,I-Cut Digital Plotter Kisscut,Digital Cut,490-digitalcut,9,,9,0,Released,Sales Order #13658163DM,,.4
7/6/2026,12110523105WO,,Hypertherm,1-19338 RevB-1578,DECAL:DYNAMAX LOGO,3,Digital Cut,Kong Kiss Cut,Digital Cut,490-digitalcut,101,,101,0,Released,Sales Order #13658188DM,,.4
7/6/2026,12110523106WO,,RR Donnelley,WARN-2015-1056,SLIP HAZARD-DO NOT CROSS FOUL,4,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,371,,371,0,Released,Sales Order #13658263DM,,2.2
7/6/2026,12110523107WO,,Ridge Tool Company : Ridge Products - Orange Manufacturing Ops,278113775-Rev1-1318,"LABEL, KM-1004 CHARGE WARN",5,Digital Cut,Zund Thru Cut,Digital Cut,490-digitalcut,237,,237,0,Released,Sales Order #13658270DM,,.6
4/28/2026,12110511899WO,,Genie Industries,62078GT-1001,"DECAL, COSMETIC, GENIE, S-65",1,Digital-3600,HP-18PASS-,Digital-3600,280-3600print,11,,11,0,Released,Transfer Order #16987TO,,4
